Sex,Age,Eng1,Math1,Phy1,Chem1,Bio1,Eng2,Math2,Phy2,Chem2,Bio2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Eng3,Math3,Phy3,Chem3,Bio3
F,17.0,50.0,50.0,49.0,46.0,50.0,50.0,51.0,56.0,60.0,50.0,Very Good,Mother Only,Less Than 5000,No Education,Yes,2.5-3,Military,Yes,63.0,38.0,44.0,26.0,43.0
M,18.0,63.0,73.0,63.0,56.0,59.0,84.0,61.0,67.0,62.0,58.0,Satisfactory,Mother and Father,Less Than 5000,Diploma,No,2.5-3,Trading,Yes,58.0,41.0,46.0,43.0,52.0
M,17.0,60.0,50.0,66.0,36.0,48.0,64.0,50.0,58.0,54.0,52.0,Satisfactory,Mother and Father,5000-10000,High School,No,3-3.5,Civil Servant,Yes,48.0,38.0,44.0,48.0,51.0
F,17.0,77.0,54.0,62.0,50.0,63.0,76.0,70.0,62.0,50.0,56.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,77.0,52.0,39.0,50.0,61.0
M,18.0,50.0,44.0,48.0,53.0,50.0,50.0,54.0,52.0,53.0,50.0,Excellent,Father Only,Less Than 5000,Masters,Yes,3-3.5,Civil Servant,Yes,44.0,38.0,44.0,31.0,47.0
F,19.0,50.0,50.0,48.0,51.0,50.0,50.0,50.0,54.0,53.0,50.0,Excellent,Mother Only,Less Than 5000,Masters,Yes,3.5-4,Civil Servant,Yes,44.0,28.0,38.0,33.0,29.0
M,18.0,56.0,46.0,48.0,40.0,47.0,54.0,58.0,51.0,40.0,53.0,Very Good,Mother and Father,Less Than 5000,Degree,Yes,2.5-3,Military,Yes,53.0,58.0,50.0,56.0,61.0
F,17.0,59.0,44.0,57.0,50.0,50.0,47.0,66.0,58.0,50.0,50.0,Satisfactory,Mother and Father,Less Than 5000,Diploma,No,2.5-3,Civil Servant,No,35.0,31.0,40.0,29.0,47.0
M,17.0,53.0,51.0,57.0,50.0,50.0,48.0,55.0,56.0,50.0,50.0,Very Good,Mother and Father,Less Than 5000,Degree,Yes,2.5-3,Civil Servant,Yes,59.0,28.0,44.0,38.0,50.0
M,17.0,61.0,51.0,56.0,41.0,51.0,58.0,53.0,52.0,44.0,49.0,Good,Mother and Father,5000-10000,Degree,No,3-3.5,Artisan,No,48.0,40.0,52.0,42.0,42.0
M,16.0,50.0,50.0,49.0,50.0,45.0,50.0,50.0,55.0,50.0,55.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3.5-4,Artisan,Yes,46.0,40.0,45.0,26.0,58.0
F,16.0,58.0,50.0,45.0,55.0,50.0,46.0,50.0,56.0,48.0,50.0,Very Good,Mother and Father,Less Than 5000,High School,Yes,2.5-3,Artisan,Yes,57.0,41.0,47.0,29.0,44.0
M,16.0,48.0,50.0,52.0,50.0,50.0,61.0,50.0,54.0,50.0,50.0,Good,Mother and Father,Less Than 5000,No Education,No,2.5-3,Military,Yes,41.0,28.0,41.0,34.0,41.0
M,16.0,67.0,90.0,63.0,70.0,71.0,77.0,92.0,64.0,69.0,71.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,70.0,75.0,58.0,45.0,76.0
F,16.0,50.0,50.0,50.0,41.0,51.0,50.0,50.0,55.0,59.0,57.0,Excellent,Mother and Father,More Than 20000,PhD,Yes,2.5-3,Civil Servant,Yes,44.0,37.0,38.0,41.0,41.0
F,18.0,50.0,50.0,50.0,50.0,43.0,50.0,50.0,52.0,50.0,54.0,Excellent,Mother and Father,More Than 20000,PhD,Yes,3.5-4,Civil Servant,Yes,55.0,45.0,63.0,48.0,50.0
M,17.0,67.0,65.0,64.0,65.0,58.0,82.0,71.0,83.0,74.0,77.0,Good,Mother and Father,10000-20000,Degree,Yes,2.5-3,Civil Servant,Yes,69.0,61.0,68.0,68.0,78.0
F,18.0,51.0,50.0,54.0,57.0,58.0,49.0,54.0,76.0,64.0,72.0,Very Good,Mother and Father,Less Than 5000,High SchoolDropout,Yes,2.5-3,Military,Yes,60.0,43.0,52.0,44.0,57.0
M,17.0,37.0,51.0,54.0,43.0,45.0,65.0,56.0,68.0,74.0,68.0,Good,Mother and Father,Less Than 5000,High School,Yes,3-3.5,Trading,Yes,39.0,39.0,35.0,43.0,70.0
F,17.0,53.0,55.0,55.0,68.0,60.0,60.0,61.0,71.0,70.0,72.0,Very Good,Mother and Father,5000-10000,High School,Yes,2.5-3,Civil Servant,Yes,57.0,51.0,56.0,51.0,75.0
F,16.0,80.0,43.0,60.0,71.0,71.0,80.0,64.0,76.0,73.0,73.0,Very Good,Mother Only,5000-10000,Diploma,No,3.5-4,Trading,Yes,80.0,47.0,61.0,62.0,69.0
M,17.0,50.0,42.0,51.0,41.0,70.0,63.0,64.0,82.0,66.0,89.0,Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,64.0,40.0,64.0,54.0,66.0
M,17.0,67.0,61.0,53.0,71.0,81.0,73.0,72.0,78.0,67.0,90.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Trading,Yes,60.0,55.0,60.0,59.0,58.0
F,16.0,43.0,52.0,37.0,44.0,50.0,57.0,60.0,62.0,66.0,80.0,Good,I Live Alone,Less Than 5000,No Education,No,2.5-3,Trading,Yes,43.0,33.0,42.0,42.0,65.0
M,17.0,56.0,48.0,59.0,50.0,56.0,68.0,56.0,73.0,70.0,87.0,Good,Siblings,Less Than 5000,Degree,No,3-3.5,Civil Servant,Yes,58.0,51.0,52.0,52.0,77.0
M,18.0,61.0,62.0,55.0,41.0,48.0,56.0,55.0,64.0,74.0,80.0,Good,Mother Only,Less Than 5000,Diploma,No,2.5-3,Artisan,Yes,44.0,32.0,38.0,42.0,58.0
M,17.0,91.0,92.0,90.0,84.0,92.0,94.0,95.0,96.0,95.0,99.0,Very Good,Mother and Father,5000-10000,High School,No,3.5-4,Trading,Yes,86.0,75.0,73.0,76.0,77.0
F,16.0,60.0,57.0,47.0,42.0,51.0,52.0,56.0,71.0,69.0,94.0,Good,Mother Only,Less Than 5000,High School,No,2.5-3,Civil Servant,Yes,52.0,38.0,55.0,50.0,77.0
F,17.0,59.0,42.0,49.0,47.0,59.0,85.0,64.0,82.0,72.0,72.0,Excellent,Mother and Father,Less Than 5000,Degree,Yes,2.5-3,Civil Servant,Yes,51.0,44.0,45.0,46.0,57.0
F,16.0,53.0,48.0,49.0,49.0,60.0,62.0,58.0,73.0,58.0,78.0,Good,Mother and Father,5000-10000,High SchoolDropout,No,3-3.5,Civil Servant,Yes,56.0,38.0,55.0,59.0,55.0
F,17.0,52.0,57.0,56.0,54.0,63.0,67.0,59.0,63.0,72.0,78.0,Excellent,Mother Only,Less Than 5000,High School,No,3-3.5,Trading,Yes,65.0,47.0,48.0,64.0,61.0
M,17.0,51.0,41.0,47.0,48.0,65.0,62.0,68.0,54.0,56.0,60.0,Good,Mother Only,Less Than 5000,High School,No,3-3.5,Civil Servant,Yes,50.0,38.0,59.0,48.0,59.0
F,16.0,72.0,65.0,54.0,58.0,71.0,71.0,59.0,59.0,49.0,70.0,Satisfactory,Mother and Father,10000-20000,Masters,No,3-3.5,Trading,Yes,59.0,43.0,52.0,49.0,48.0
F,16.0,40.0,40.0,50.0,46.0,50.0,46.0,55.0,43.0,50.0,67.0,Very Good,Father Only,5000-10000,No Education,Yes,3-3.5,Artisan,Yes,43.0,32.0,40.0,44.0,70.0
F,16.0,63.0,43.0,46.0,36.0,56.0,65.0,50.0,48.0,62.0,60.0,Good,Mother and Father,More Than 20000,High SchoolDropout,Yes,3-3.5,Trading,Yes,53.0,42.0,56.0,48.0,62.0
F,17.0,42.0,38.0,45.0,29.0,44.0,60.0,50.0,55.0,57.0,45.0,Very Good,Mother and Father,5000-10000,Degree,Yes,3-3.5,Civil Servant,Yes,35.0,30.0,38.0,36.0,66.0
F,17.0,53.0,70.0,49.0,53.0,60.0,66.0,53.0,58.0,53.0,72.0,Very Good,Mother and Father,5000-10000,High School,No,3-3.5,Trading,Yes,64.0,45.0,58.0,52.0,50.0
F,16.0,46.0,41.0,46.0,39.0,66.0,58.0,44.0,50.0,57.0,72.0,Very Good,Mother Only,10000-20000,High School,Yes,2.5-3,Trading,No,57.0,41.0,57.0,47.0,67.0
F,17.0,43.0,37.0,42.0,42.0,45.0,50.0,46.0,59.0,48.0,74.0,Excellent,Mother and Father,Less Than 5000,High School,No,2.5-3,Civil Servant,Yes,51.0,43.0,50.0,48.0,53.0
F,16.0,45.0,40.0,55.0,53.0,59.0,50.0,41.0,52.0,57.0,62.0,Good,Siblings,Less Than 5000,Degree,Yes,3-3.5,Civil Servant,Yes,51.0,41.0,54.0,50.0,75.0
F,17.0,38.0,50.0,44.0,41.0,50.0,44.0,50.0,42.0,45.0,62.0,Good,Mother and Father,Less Than 5000,Degree,Yes,3-3.5,Civil Servant,Yes,51.0,40.0,53.0,45.0,63.0
F,17.0,59.0,55.0,59.0,60.0,60.0,60.0,51.0,56.0,53.0,67.0,Good,Mother and Father,Less Than 5000,High SchoolDropout,No,3-3.5,Trading,Yes,68.0,46.0,54.0,49.0,47.0
M,16.0,50.0,37.0,39.0,49.0,34.0,47.0,44.0,54.0,58.0,68.0,Good,Mother Only,5000-10000,Diploma,No,3.5-4,Civil Servant,Yes,60.0,45.0,46.0,50.0,65.0
M,17.0,64.0,88.0,84.0,80.0,92.0,73.0,71.0,67.0,74.0,71.0,Good,Mother and Father,Less Than 5000,High School,No,3.5-4,Trading,Yes,56.0,70.0,68.0,67.0,74.0
F,17.0,58.0,50.0,57.0,42.0,54.0,66.0,60.0,50.0,66.0,61.0,Good,Siblings,Less Than 5000,High School,Yes,2.5-3,Military,Yes,46.0,44.0,45.0,44.0,49.0
F,18.0,54.0,50.0,58.0,44.0,54.0,68.0,52.0,60.0,70.0,62.0,Good,Siblings,Less Than 5000,High School,Yes,2.5-3,Artisan,Yes,44.0,34.0,45.0,38.0,76.0
F,17.0,41.0,50.0,44.0,37.0,61.0,60.0,69.0,62.0,64.0,56.0,Good,Mother and Father,5000-10000,High School,Yes,2-2.5,Civil Servant,Yes,51.0,34.0,50.0,37.0,76.0
F,16.0,50.0,37.0,48.0,40.0,69.0,64.0,58.0,57.0,75.0,64.0,Very Good,Mother and Father,5000-10000,No Education,Yes,3.5-4,Trading,Yes,51.0,48.0,54.0,42.0,65.0
F,16.0,65.0,55.0,54.0,45.0,55.0,78.0,55.0,58.0,63.0,63.0,Good,I Live Alone,Less Than 5000,Masters,No,3-3.5,Civil Servant,Yes,50.0,43.0,59.0,36.0,65.0
F,17.0,51.0,43.0,59.0,42.0,57.0,57.0,60.0,54.0,64.0,57.0,Very Good,Mother and Father,10000-20000,No Education,Yes,2.5-3,Trading,Yes,50.0,48.0,47.0,42.0,66.0
F,17.0,51.0,57.0,49.0,65.0,66.0,69.0,53.0,56.0,73.0,55.0,Good,Mother and Father,Less Than 5000,Diploma,Yes,2.5-3,Civil Servant,Yes,58.0,48.0,54.0,46.0,69.0
F,18.0,47.0,41.0,49.0,34.0,52.0,64.0,60.0,57.0,70.0,59.0,Good,Siblings,5000-10000,Degree,Yes,2.5-3,Civil Servant,Yes,49.0,47.0,51.0,39.0,59.0
F,19.0,50.0,42.0,48.0,35.0,53.0,52.0,50.0,61.0,62.0,53.0,Good,Mother and Father,10000-20000,High School,No,3-3.5,Trading,Yes,36.0,46.0,50.0,47.0,57.0
F,19.0,52.0,44.0,49.0,43.0,64.0,62.0,53.0,60.0,69.0,60.0,Good,Mother and Father,Less Than 5000,High School,Yes,3-3.5,Trading,Yes,51.0,38.0,54.0,38.0,42.0
F,17.0,50.0,50.0,36.0,39.0,48.0,61.0,50.0,50.0,63.0,63.0,Excellent,Mother and Father,5000-10000,High SchoolDropout,Yes,3-3.5,Military,Yes,45.0,40.0,47.0,43.0,58.0
F,17.0,50.0,40.0,56.0,55.0,65.0,73.0,57.0,62.0,68.0,65.0,Good,Mother and Father,Less Than 5000,Masters,Yes,2.5-3,Civil Servant,Yes,45.0,47.0,48.0,47.0,52.0
M,17.0,53.0,63.0,58.0,43.0,78.0,61.0,61.0,57.0,67.0,72.0,Excellent,Mother and Father,Less Than 5000,High School,Yes,3-3.5,Trading,Yes,46.0,39.0,42.0,41.0,71.0
F,15.0,50.0,52.0,41.0,42.0,54.0,73.0,53.0,61.0,70.0,67.0,Good,Mother and Father,5000-10000,No Education,Yes,3-3.5,Civil Servant,Yes,51.0,45.0,46.0,49.0,63.0
F,18.0,54.0,58.0,49.0,56.0,61.0,62.0,51.0,61.0,73.0,56.0,Good,Mother and Father,5000-10000,Diploma,No,2.5-3,Trading,Yes,54.0,45.0,49.0,50.0,54.0
M,17.0,55.0,44.0,53.0,44.0,53.0,72.0,69.0,48.0,65.0,68.0,Good,Mother and Father,5000-10000,Masters,No,3-3.5,Military,Yes,51.0,43.0,43.0,47.0,68.0
F,17.0,52.0,53.0,61.0,47.0,81.0,73.0,64.0,61.0,71.0,70.0,Good,Mother Only,5000-10000,High School,Yes,2.5-3,Trading,Yes,52.0,39.0,46.0,42.0,66.0
F,17.0,78.0,91.0,81.0,78.0,80.0,90.0,85.0,88.0,88.0,85.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3.5-4,Civil Servant,Yes,70.0,71.0,63.0,63.0,72.0
F,16.0,63.0,59.0,57.0,47.0,69.0,71.0,67.0,56.0,72.0,77.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,50.0,41.0,47.0,42.0,70.0
F,16.0,59.0,56.0,58.0,47.0,69.0,60.0,58.0,29.0,68.0,71.0,Very Good,Mother and Father,Less Than 5000,High School,No,3-3.5,Trading,Yes,44.0,42.0,46.0,42.0,69.0
M,17.0,68.0,80.0,67.0,77.0,82.0,86.0,59.0,75.0,77.0,80.0,Satisfactory,Mother and Father,10000-20000,Degree,No,3-3.5,Civil Servant,Yes,76.0,61.0,62.0,67.0,81.0
M,16.0,78.0,78.0,70.0,76.0,86.0,83.0,77.0,73.0,84.0,81.0,Good,Mother and Father,5000-10000,High School,No,3.5-4,Trading,Yes,76.0,64.0,68.0,58.0,81.0
F,18.0,54.0,62.0,50.0,47.0,65.0,68.0,57.0,67.0,68.0,69.0,Good,Mother Only,Less Than 5000,Masters,No,2.5-3,Artisan,No,44.0,40.0,51.0,48.0,65.0
F,17.0,47.0,53.0,54.0,38.0,57.0,47.0,57.0,46.0,63.0,75.0,Good,Mother and Father,10000-20000,Masters,No,3-3.5,Civil Servant,Yes,51.0,50.0,47.0,38.0,51.0
F,19.0,53.0,54.0,59.0,41.0,61.0,67.0,55.0,47.0,60.0,64.0,Good,Mother and Father,Less Than 5000,High SchoolDropout,Yes,3-3.5,Civil Servant,Yes,44.0,42.0,48.0,43.0,63.0
M,17.0,57.0,60.0,52.0,42.0,69.0,60.0,58.0,53.0,62.0,70.0,Good,Mother Only,Less Than 5000,High School,No,3-3.5,Artisan,Yes,44.0,37.0,42.0,49.0,76.0
M,18.0,33.0,43.0,39.0,41.0,42.0,57.0,42.0,40.0,66.0,48.0,Good,Mother and Father,Less Than 5000,No Education,Yes,3-3.5,Trading,Yes,35.0,48.0,42.0,40.0,37.0
M,17.0,70.0,76.0,69.0,81.0,87.0,82.0,63.0,76.0,81.0,82.0,Excellent,Mother Only,Less Than 5000,High School,No,3.5-4,Civil Servant,Yes,72.0,52.0,70.0,63.0,85.0
M,17.0,55.0,52.0,69.0,48.0,70.0,73.0,71.0,74.0,72.0,87.0,Very Good,Mother Only,5000-10000,Degree,Yes,3.5-4,Civil Servant,Yes,56.0,44.0,47.0,47.0,72.0
F,17.0,62.0,65.0,62.0,61.0,64.0,56.0,63.0,68.0,67.0,77.0,Very Good,Mother Only,10000-20000,PhD,Yes,3-3.5,Trading,Yes,52.0,49.0,50.0,43.0,68.0
F,16.0,46.0,50.0,46.0,62.0,47.0,66.0,64.0,48.0,65.0,73.0,Very Good,Mother Only,10000-20000,Masters,Yes,3-3.5,Artisan,Yes,41.0,46.0,43.0,36.0,65.0
F,17.0,54.0,60.0,59.0,58.0,65.0,69.0,59.0,57.0,76.0,75.0,Excellent,Mother and Father,5000-10000,Degree,No,3-3.5,Civil Servant,Yes,40.0,40.0,38.0,49.0,72.0
F,16.0,45.0,64.0,59.0,55.0,46.0,74.0,63.0,63.0,71.0,70.0,Very Good,Mother Only,10000-20000,Masters,No,3.5-4,Artisan,Yes,63.0,45.0,48.0,45.0,69.0
F,17.0,50.0,55.0,56.0,54.0,38.0,58.0,66.0,53.0,67.0,62.0,Satisfactory,Mother Only,5000-10000,High School,Yes,3.5-4,Civil Servant,Yes,51.0,44.0,45.0,42.0,61.0
F,18.0,57.0,50.0,65.0,66.0,71.0,66.0,63.0,62.0,74.0,70.0,Very Good,Mother and Father,Less Than 5000,High School,No,2.5-3,Civil Servant,Yes,61.0,50.0,60.0,67.0,62.0
F,16.0,44.0,62.0,73.0,56.0,71.0,65.0,82.0,74.0,63.0,75.0,Very Good,Mother and Father,Less Than 5000,High School,No,2.5-3,Trading,Yes,51.0,50.0,55.0,60.0,47.0
F,18.0,54.0,57.0,61.0,57.0,52.0,50.0,47.0,66.0,56.0,66.0,Good,Mother Only,Less Than 5000,High School,Yes,3-3.5,Civil Servant,Yes,52.0,42.0,40.0,44.0,35.0
M,16.0,46.0,48.0,61.0,45.0,50.0,55.0,55.0,67.0,55.0,60.0,Good,Mother and Father,Less Than 5000,Degree,No,3-3.5,Civil Servant,Yes,50.0,33.0,37.0,48.0,60.0
F,17.0,50.0,57.0,56.0,56.0,49.0,47.0,55.0,64.0,60.0,68.0,Good,Mother and Father,Less Than 5000,No Education,Yes,3-3.5,Civil Servant,Yes,46.0,35.0,42.0,53.0,52.0
M,18.0,51.0,53.0,45.0,47.0,49.0,46.0,45.0,58.0,53.0,62.0,Satisfactory,Mother and Father,Less Than 5000,PhD,Yes,2.5-3,Military,Yes,47.0,36.0,40.0,45.0,76.0
F,18.0,55.0,55.0,61.0,54.0,69.0,54.0,51.0,59.0,56.0,60.0,Good,Mother and Father,Less Than 5000,High SchoolDropout,No,2.5-3,Civil Servant,Yes,53.0,39.0,49.0,54.0,44.0
M,17.0,51.0,57.0,65.0,71.0,77.0,54.0,73.0,60.0,77.0,78.0,Good,Mother Only,Less Than 5000,High School,Yes,2.5-3,Military,Yes,61.0,48.0,53.0,62.0,59.0
M,17.0,52.0,37.0,46.0,24.0,40.0,38.0,46.0,68.0,45.0,67.0,Good,Mother and Father,Less Than 5000,Degree,No,3-3.5,Civil Servant,Yes,45.0,36.0,22.0,51.0,63.0
F,17.0,51.0,54.0,62.0,52.0,46.0,60.0,49.0,55.0,54.0,49.0,Good,Mother and Father,Less Than 5000,Degree,No,2.5-3,Civil Servant,Yes,58.0,46.0,43.0,57.0,61.0
F,17.0,52.0,46.0,68.0,73.0,49.0,43.0,47.0,77.0,65.0,57.0,Very Good,Mother and Father,10000-20000,Masters,Yes,2.5-3,Civil Servant,Yes,52.0,38.0,47.0,50.0,56.0
F,18.0,61.0,64.0,72.0,66.0,85.0,70.0,71.0,66.0,81.0,77.0,Good,Mother and Father,Less Than 5000,Masters,No,2.5-3,Artisan,Yes,52.0,50.0,71.0,62.0,61.0
M,17.0,67.0,67.0,76.0,60.0,63.0,67.0,63.0,65.0,69.0,69.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,59.0,47.0,46.0,52.0,68.0
F,19.0,64.0,52.0,54.0,40.0,47.0,60.0,52.0,57.0,56.0,66.0,Very Good,Mother and Father,Less Than 5000,Masters,Yes,2.5-3,Civil Servant,Yes,50.0,40.0,43.0,54.0,60.0
F,17.0,70.0,52.0,53.0,32.0,58.0,53.0,50.0,55.0,65.0,64.0,Good,Mother Only,5000-10000,Masters,No,2.5-3,Military,Yes,44.0,38.0,40.0,44.0,66.0
F,16.0,50.0,50.0,57.0,40.0,46.0,52.0,44.0,61.0,66.0,66.0,Good,Mother and Father,5000-10000,Masters,Yes,2.5-3,Artisan,No,45.0,38.0,39.0,54.0,49.0
F,17.0,47.0,45.0,55.0,35.0,36.0,51.0,48.0,49.0,52.0,60.0,Good,Father Only,Less Than 5000,High School,No,3-3.5,Civil Servant,Yes,54.0,41.0,47.0,56.0,38.0
F,16.0,60.0,46.0,57.0,39.0,52.0,53.0,55.0,53.0,63.0,57.0,Good,Father Only,Less Than 5000,High School,No,3-3.5,Trading,Yes,54.0,41.0,42.0,46.0,47.0
M,17.0,65.0,51.0,62.0,47.0,55.0,64.0,45.0,68.0,38.0,61.0,Good,Mother and Father,5000-10000,Masters,Yes,3-3.5,Trading,Yes,50.0,33.0,35.0,43.0,68.0
M,17.0,57.0,59.0,62.0,54.0,65.0,56.0,60.0,70.0,51.0,60.0,Very Good,Mother Only,Less Than 5000,Diploma,Yes,2.5-3,Civil Servant,Yes,51.0,38.0,47.0,56.0,50.0
M,17.0,61.0,58.0,70.0,51.0,53.0,65.0,54.0,58.0,52.0,63.0,Good,Mother and Father,5000-10000,PhD,Yes,3-3.5,Artisan,Yes,52.0,31.0,49.0,51.0,69.0
F,21.0,54.0,59.0,55.0,38.0,57.0,59.0,51.0,68.0,40.0,63.0,Very Good,Mother and Father,Less Than 5000,Masters,Yes,3-3.5,Trading,Yes,41.0,30.0,50.0,50.0,38.0
F,17.0,63.0,50.0,57.0,44.0,47.0,56.0,58.0,54.0,41.0,61.0,Very Good,Mother and Father,Less Than 5000,No Education,Yes,2.5-3,Civil Servant,Yes,51.0,41.0,52.0,57.0,61.0
F,16.0,66.0,50.0,56.0,46.0,66.0,65.0,58.0,66.0,54.0,66.0,Very Good,Mother and Father,Less Than 5000,Masters,No,3-3.5,Trading,Yes,52.0,41.0,51.0,55.0,32.0
F,17.0,47.0,50.0,48.0,36.0,54.0,61.0,50.0,49.0,50.0,61.0,Very Good,Mother Only,5000-10000,High School,Yes,2.5-3,Trading,Yes,53.0,35.0,44.0,47.0,51.0
F,18.0,57.0,58.0,58.0,41.0,55.0,56.0,51.0,44.0,50.0,64.0,Very Good,Mother Only,More Than 20000,High SchoolDropout,No,2.5-3,Trading,Yes,55.0,44.0,39.0,46.0,60.0
M,19.0,53.0,40.0,53.0,25.0,53.0,58.0,53.0,53.0,48.0,53.0,Very Good,Mother Only,Less Than 5000,High School,No,2.5-3,Trading,Yes,42.0,35.0,38.0,52.0,72.0
F,17.0,43.0,54.0,55.0,34.0,50.0,58.0,49.0,54.0,44.0,60.0,Excellent,Mother Only,Less Than 5000,Masters,Yes,2.5-3,Civil Servant,Yes,45.0,34.0,56.0,51.0,48.0
M,17.0,56.0,73.0,86.0,53.0,81.0,73.0,88.0,74.0,72.0,81.0,Good,Mother and Father,Less Than 5000,No Education,Yes,2.5-3,Trading,Yes,87.0,70.0,79.0,87.0,87.0
M,18.0,56.0,73.0,86.0,53.0,81.0,73.0,88.0,74.0,72.0,81.0,Very Good,Father Only,Less Than 5000,No Education,No,2.5-3,Civil Servant,No,62.0,56.0,65.0,63.0,54.0
F,18.0,53.0,36.0,51.0,37.0,39.0,41.0,52.0,54.0,37.0,61.0,Very Good,Mother Only,Less Than 5000,No Education,No,2.5-3,Trading,Yes,52.0,37.0,52.0,58.0,40.0
F,18.0,51.0,45.0,50.0,40.0,46.0,55.0,54.0,69.0,40.0,76.0,Good,Mother and Father,Less Than 5000,Masters,No,3-3.5,Military,Yes,50.0,25.0,43.0,51.0,58.0
M,16.0,91.0,96.0,93.0,87.0,95.0,94.0,96.0,93.0,95.0,95.0,Very Good,Mother Only,Less Than 5000,No Education,No,3.5-4,Civil Servant,Yes,88.0,82.0,87.0,91.0,92.0
M,18.0,48.0,47.0,53.0,37.0,54.0,68.0,49.0,69.0,47.0,61.0,Good,Mother Only,Less Than 5000,High School,No,3-3.5,Trading,Yes,51.0,34.0,42.0,47.0,71.0
F,16.0,76.0,48.0,57.0,43.0,56.0,70.0,67.0,70.0,70.0,71.0,Excellent,Mother and Father,Less Than 5000,Masters,Yes,2.5-3,Civil Servant,Yes,59.0,41.0,45.0,45.0,59.0
F,18.0,55.0,45.0,52.0,37.0,49.0,48.0,54.0,66.0,50.0,64.0,Very Good,Mother and Father,Less Than 5000,No Education,Yes,3-3.5,Trading,Yes,52.0,52.0,42.0,50.0,60.0
F,17.0,57.0,59.0,50.0,61.0,60.0,57.0,51.0,53.0,41.0,63.0,Good,Mother Only,Less Than 5000,Diploma,Yes,2.5-3,Military,Yes,56.0,38.0,45.0,55.0,62.0
F,21.0,39.0,37.0,43.0,35.0,46.0,61.0,55.0,45.0,49.0,62.0,Very Good,Mother Only,5000-10000,High SchoolDropout,No,3.5-4,Civil Servant,Yes,70.0,36.0,48.0,45.0,76.0
F,17.0,57.0,75.0,78.0,50.0,73.0,76.0,70.0,76.0,71.0,72.0,Very Good,Mother Only,Less Than 5000,High SchoolDropout,No,3-3.5,Trading,Yes,69.0,38.0,61.0,61.0,60.0
M,18.0,74.0,60.0,71.0,64.0,74.0,75.0,54.0,65.0,58.0,73.0,Excellent,Mother and Father,5000-10000,Degree,No,3-3.5,Civil Servant,Yes,79.0,44.0,61.0,54.0,68.0
F,18.0,48.0,52.0,48.0,34.0,41.0,45.0,47.0,50.0,43.0,55.0,Very Good,Mother and Father,Less Than 5000,High School,No,2.5-3,Civil Servant,Yes,51.0,34.0,47.0,47.0,67.0
F,21.0,50.0,39.0,49.0,37.0,49.0,67.0,46.0,47.0,45.0,56.0,Very Good,Mother and Father,Less Than 5000,High School,Yes,2.5-3,Trading,Yes,45.0,38.0,47.0,41.0,60.0
F,19.0,41.0,46.0,44.0,33.0,51.0,56.0,50.0,55.0,43.0,62.0,Good,Mother and Father,Less Than 5000,Degree,No,2.5-3,Civil Servant,Yes,29.0,29.0,45.0,49.0,64.0
F,18.0,40.0,50.0,47.0,41.0,37.0,55.0,46.0,47.0,37.0,57.0,Very Good,Mother and Father,Less Than 5000,High School,Yes,3-3.5,Trading,Yes,52.0,32.0,43.0,46.0,80.0
F,16.0,70.0,54.0,72.0,48.0,71.0,84.0,63.0,56.0,59.0,67.0,Very Good,Mother and Father,5000-10000,High School,Yes,3-3.5,Trading,Yes,67.0,41.0,57.0,58.0,66.0
F,21.0,43.0,50.0,47.0,41.0,58.0,50.0,46.0,43.0,46.0,55.0,Very Good,Mother and Father,10000-20000,No Education,Yes,2.5-3,Artisan,Yes,60.0,40.0,47.0,43.0,67.0
M,17.0,71.0,65.0,67.0,60.0,80.0,85.0,66.0,56.0,65.0,82.0,Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,76.0,47.0,61.0,62.0,57.0
F,17.0,40.0,35.0,44.0,45.0,72.0,57.0,47.0,52.0,47.0,57.0,Very Good,Mother and Father,Less Than 5000,No Education,Yes,3-3.5,Civil Servant,Yes,60.0,36.0,46.0,43.0,74.0
F,17.0,43.0,47.0,64.0,30.0,69.0,54.0,57.0,53.0,45.0,43.0,Good,Siblings,5000-10000,Diploma,No,2.5-3,Civil Servant,Yes,61.0,38.0,50.0,43.0,79.0
M,20.0,36.0,54.0,51.0,38.0,59.0,35.0,47.0,58.0,40.0,51.0,Very Good,Mother and Father,10000-20000,High SchoolDropout,No,3-3.5,Civil Servant,Yes,46.0,36.0,44.0,43.0,74.0
M,19.0,59.0,70.0,75.0,76.0,80.0,83.0,68.0,69.0,61.0,87.0,Excellent,Mother Only,Less Than 5000,No Education,No,3.5-4,Trading,Yes,64.0,40.0,61.0,59.0,60.0
F,17.0,40.0,50.0,48.0,52.0,60.0,65.0,53.0,49.0,53.0,67.0,Very Good,Siblings,Less Than 5000,Degree,Yes,2.5-3,Civil Servant,Yes,53.0,41.0,49.0,53.0,83.0
